SKU,Country,State/Province/Market,Date,Market Manager,Cost of Goods Sold,Sell Price,Profit,Profit Margin,Sales (4.5 L Cases),Revenue,Profit of Sales,Accounts Sold,Monthly Rate of Sales per Account,Tequila Tastings,Distributor Size,Market Type,Brand Ambassador Hired,Number of Brand Ambassadors,Top 10 Tequila Market
Tequila Plata,United States,Alabama,2021-01-01,Tammy,62.24,110,47.76,0.5658181818181819,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Plata,United States,Alabama,2021-02-01,Tammy,62.24,110,47.76,0.5658181818181819,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Plata,United States,Alabama,2021-03-01,Tammy,62.24,110,47.76,0.5658181818181819,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Plata,United States,Alabama,2021-04-01,Tammy,62.24,110,47.76,0.5658181818181819,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Plata,United States,Alabama,2021-05-01,Tammy,62.24,110,47.76,0.5658181818181819,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Plata,United States,Alabama,2021-06-01,Tammy,62.24,110,47.76,0.5658181818181819,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Plata,United States,Alabama,2021-07-01,Tammy,62.24,110,47.76,0.5658181818181819,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Plata,United States,Alabama,2021-08-01,Tammy,62.24,110,47.76,0.5658181818181819,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Plata,United States,Alabama,2021-09-01,Tammy,62.24,110,47.76,0.5658181818181819,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Plata,United States,Alabama,2021-10-01,Tammy,62.24,110,47.76,0.5658181818181819,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Plata,United States,Alabama,2021-11-01,Tammy,62.24,110,47.76,0.5658181818181819,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Plata,United States,Alabama,2021-12-01,Tammy,62.24,110,47.76,0.5658181818181819,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2021-01-01,Tammy,69.27,120,50.73,0.5772499999999999,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2021-02-01,Tammy,69.27,120,50.73,0.5772499999999999,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2021-03-01,Tammy,69.27,120,50.73,0.5772499999999999,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2021-04-01,Tammy,69.27,120,50.73,0.5772499999999999,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2021-05-01,Tammy,69.27,120,50.73,0.5772499999999999,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2021-06-01,Tammy,69.27,120,50.73,0.5772499999999999,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2021-07-01,Tammy,69.27,120,50.73,0.5772499999999999,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2021-08-01,Tammy,69.27,120,50.73,0.5772499999999999,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2021-09-01,Tammy,69.27,120,50.73,0.5772499999999999,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2021-10-01,Tammy,69.27,120,50.73,0.5772499999999999,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2021-11-01,Tammy,69.27,120,50.73,0.5772499999999999,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2021-12-01,Tammy,69.27,120,50.73,0.5772499999999999,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Anejo,United States,Alabama,2021-01-01,Tammy,92.2,140,47.8,0.6585714285714286,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Anejo,United States,Alabama,2021-02-01,Tammy,92.2,140,47.8,0.6585714285714286,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Anejo,United States,Alabama,2021-03-01,Tammy,92.2,140,47.8,0.6585714285714286,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Anejo,United States,Alabama,2021-04-01,Tammy,92.2,140,47.8,0.6585714285714286,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Anejo,United States,Alabama,2021-05-01,Tammy,92.2,140,47.8,0.6585714285714286,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Anejo,United States,Alabama,2021-06-01,Tammy,92.2,140,47.8,0.6585714285714286,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Anejo,United States,Alabama,2021-07-01,Tammy,92.2,140,47.8,0.6585714285714286,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Anejo,United States,Alabama,2021-08-01,Tammy,92.2,140,47.8,0.6585714285714286,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Anejo,United States,Alabama,2021-09-01,Tammy,92.2,140,47.8,0.6585714285714286,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Anejo,United States,Alabama,2021-10-01,Tammy,92.2,140,47.8,0.6585714285714286,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Anejo,United States,Alabama,2021-11-01,Tammy,92.2,140,47.8,0.6585714285714286,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Anejo,United States,Alabama,2021-12-01,Tammy,92.2,140,47.8,0.6585714285714286,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Wooden Cask,United States,Alabama,2021-01-01,Tammy,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Wooden Cask,United States,Alabama,2021-02-01,Tammy,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Wooden Cask,United States,Alabama,2021-03-01,Tammy,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Wooden Cask,United States,Alabama,2021-04-01,Tammy,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Wooden Cask,United States,Alabama,2021-05-01,Tammy,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Wooden Cask,United States,Alabama,2021-06-01,Tammy,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Wooden Cask,United States,Alabama,2021-07-01,Tammy,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Wooden Cask,United States,Alabama,2021-08-01,Tammy,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Wooden Cask,United States,Alabama,2021-09-01,Tammy,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Wooden Cask,United States,Alabama,2021-10-01,Tammy,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Wooden Cask,United States,Alabama,2021-11-01,Tammy,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Wooden Cask,United States,Alabama,2021-12-01,Tammy,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Supremo,United States,Alabama,2021-01-01,Tammy,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Supremo,United States,Alabama,2021-02-01,Tammy,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Supremo,United States,Alabama,2021-03-01,Tammy,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Supremo,United States,Alabama,2021-04-01,Tammy,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Supremo,United States,Alabama,2021-05-01,Tammy,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Supremo,United States,Alabama,2021-06-01,Tammy,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Supremo,United States,Alabama,2021-07-01,Tammy,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Supremo,United States,Alabama,2021-08-01,Tammy,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Supremo,United States,Alabama,2021-09-01,Tammy,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Supremo,United States,Alabama,2021-10-01,Tammy,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Supremo,United States,Alabama,2021-11-01,Tammy,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Supremo,United States,Alabama,2021-12-01,Tammy,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Vivo,United States,Alabama,2021-01-01,Tammy,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Vivo,United States,Alabama,2021-02-01,Tammy,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Vivo,United States,Alabama,2021-03-01,Tammy,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Vivo,United States,Alabama,2021-04-01,Tammy,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Vivo,United States,Alabama,2021-05-01,Tammy,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Vivo,United States,Alabama,2021-06-01,Tammy,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Vivo,United States,Alabama,2021-07-01,Tammy,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Vivo,United States,Alabama,2021-08-01,Tammy,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Vivo,United States,Alabama,2021-09-01,Tammy,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Vivo,United States,Alabama,2021-10-01,Tammy,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Vivo,United States,Alabama,2021-11-01,Tammy,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Vivo,United States,Alabama,2021-12-01,Tammy,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Plata,United States,Alabama,2022-01-01,Tammy,55.78,115,59.22,0.4850434782608696,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Plata,United States,Alabama,2022-02-01,Tammy,55.78,115,59.22,0.4850434782608696,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Plata,United States,Alabama,2022-03-01,Tammy,55.78,115,59.22,0.4850434782608696,40.0,4600.0,2231.2000000000003,,,0,Large,Controlled Market,No,0,No
Tequila Plata,United States,Alabama,2022-04-01,Tammy,55.78,115,59.22,0.4850434782608696,213.0,24495.0,11881.14,,,0,Large,Controlled Market,No,0,No
Tequila Plata,United States,Alabama,2022-05-01,Tammy,55.78,115,59.22,0.4850434782608696,98.0,11270.0,5466.4400000000005,,,0,Large,Controlled Market,No,0,No
Tequila Plata,United States,Alabama,2022-06-01,Tammy,55.78,115,59.22,0.4850434782608696,56.0,6440.0,3123.6800000000003,,,0,Large,Controlled Market,No,0,No
Tequila Plata,United States,Alabama,2022-07-01,Tammy,55.78,115,59.22,0.4850434782608696,26.0,2990.0,1450.28,,,0,Large,Controlled Market,No,0,No
Tequila Plata,United States,Alabama,2022-08-01,Tammy,55.78,115,59.22,0.4850434782608696,31.0,3565.0,1729.18,,,0,Large,Controlled Market,No,0,No
Tequila Plata,United States,Alabama,2022-09-01,Tammy,55.78,115,59.22,0.4850434782608696,27.0,3105.0,1506.06,,,0,Large,Controlled Market,No,0,No
Tequila Plata,United States,Alabama,2022-10-01,Tammy,55.78,115,59.22,0.4850434782608696,8.0,920.0,446.24,,,0,Large,Controlled Market,No,0,No
Tequila Plata,United States,Alabama,2022-11-01,Tammy,55.78,115,59.22,0.4850434782608696,22.0,2530.0,1227.16,,,0,Large,Controlled Market,No,0,No
Tequila Plata,United States,Alabama,2022-12-01,Tammy,55.78,115,59.22,0.4850434782608696,24.0,2760.0,1338.72,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2022-01-01,Tammy,63.46,125,61.54,0.50768,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2022-02-01,Tammy,63.46,125,61.54,0.50768,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2022-03-01,Tammy,63.46,125,61.54,0.50768,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2022-04-01,Tammy,63.46,125,61.54,0.50768,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2022-05-01,Tammy,63.46,125,61.54,0.50768,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2022-06-01,Tammy,63.46,125,61.54,0.50768,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2022-07-01,Tammy,63.46,125,61.54,0.50768,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2022-08-01,Tammy,63.46,125,61.54,0.50768,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2022-09-01,Tammy,63.46,125,61.54,0.50768,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2022-10-01,Tammy,63.46,125,61.54,0.50768,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2022-11-01,Tammy,63.46,125,61.54,0.50768,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2022-12-01,Tammy,63.46,125,61.54,0.50768,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Anejo,United States,Alabama,2022-01-01,Tammy,87.38,145,57.620000000000005,0.6026206896551723,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Anejo,United States,Alabama,2022-02-01,Tammy,87.38,145,57.620000000000005,0.6026206896551723,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Anejo,United States,Alabama,2022-03-01,Tammy,87.38,145,57.620000000000005,0.6026206896551723,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Anejo,United States,Alabama,2022-04-01,Tammy,87.38,145,57.620000000000005,0.6026206896551723,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Anejo,United States,Alabama,2022-05-01,Tammy,87.38,145,57.620000000000005,0.6026206896551723,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Anejo,United States,Alabama,2022-06-01,Tammy,87.38,145,57.620000000000005,0.6026206896551723,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Anejo,United States,Alabama,2022-07-01,Tammy,87.38,145,57.620000000000005,0.6026206896551723,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Anejo,United States,Alabama,2022-08-01,Tammy,87.38,145,57.620000000000005,0.6026206896551723,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Anejo,United States,Alabama,2022-09-01,Tammy,87.38,145,57.620000000000005,0.6026206896551723,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Anejo,United States,Alabama,2022-10-01,Tammy,87.38,145,57.620000000000005,0.6026206896551723,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Anejo,United States,Alabama,2022-11-01,Tammy,87.38,145,57.620000000000005,0.6026206896551723,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Anejo,United States,Alabama,2022-12-01,Tammy,87.38,145,57.620000000000005,0.6026206896551723,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Wooden Cask,United States,Alabama,2022-01-01,Tammy,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Wooden Cask,United States,Alabama,2022-02-01,Tammy,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Wooden Cask,United States,Alabama,2022-03-01,Tammy,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Wooden Cask,United States,Alabama,2022-04-01,Tammy,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Wooden Cask,United States,Alabama,2022-05-01,Tammy,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Wooden Cask,United States,Alabama,2022-06-01,Tammy,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Wooden Cask,United States,Alabama,2022-07-01,Tammy,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Wooden Cask,United States,Alabama,2022-08-01,Tammy,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Wooden Cask,United States,Alabama,2022-09-01,Tammy,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Wooden Cask,United States,Alabama,2022-10-01,Tammy,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Wooden Cask,United States,Alabama,2022-11-01,Tammy,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Wooden Cask,United States,Alabama,2022-12-01,Tammy,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Supremo,United States,Alabama,2022-01-01,Tammy,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Supremo,United States,Alabama,2022-02-01,Tammy,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Supremo,United States,Alabama,2022-03-01,Tammy,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Supremo,United States,Alabama,2022-04-01,Tammy,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Supremo,United States,Alabama,2022-05-01,Tammy,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Supremo,United States,Alabama,2022-06-01,Tammy,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Supremo,United States,Alabama,2022-07-01,Tammy,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Supremo,United States,Alabama,2022-08-01,Tammy,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Supremo,United States,Alabama,2022-09-01,Tammy,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Supremo,United States,Alabama,2022-10-01,Tammy,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Supremo,United States,Alabama,2022-11-01,Tammy,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Supremo,United States,Alabama,2022-12-01,Tammy,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Vivo,United States,Alabama,2022-01-01,Tammy,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Vivo,United States,Alabama,2022-02-01,Tammy,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Vivo,United States,Alabama,2022-03-01,Tammy,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Vivo,United States,Alabama,2022-04-01,Tammy,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Vivo,United States,Alabama,2022-05-01,Tammy,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Vivo,United States,Alabama,2022-06-01,Tammy,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Vivo,United States,Alabama,2022-07-01,Tammy,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Vivo,United States,Alabama,2022-08-01,Tammy,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Vivo,United States,Alabama,2022-09-01,Tammy,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Vivo,United States,Alabama,2022-10-01,Tammy,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Vivo,United States,Alabama,2022-11-01,Tammy,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Vivo,United States,Alabama,2022-12-01,Tammy,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Plata,United States,Alabama,2023-01-01,Tammy,52.24,125,72.75999999999999,0.41792,16.67,2083.75,870.8408000000001,,,0,Large,Controlled Market,No,0,No
Tequila Plata,United States,Alabama,2023-02-01,Tammy,52.24,125,72.75999999999999,0.41792,34.0,4250.0,1776.16,,,0,Large,Controlled Market,No,0,No
Tequila Plata,United States,Alabama,2023-03-01,Tammy,52.24,125,72.75999999999999,0.41792,20.0,2500.0,1044.8,,,0,Large,Controlled Market,No,0,No
Tequila Plata,United States,Alabama,2023-04-01,Tammy,52.24,125,72.75999999999999,0.41792,18.0,2250.0,940.32,,,0,Large,Controlled Market,No,0,No
Tequila Plata,United States,Alabama,2023-05-01,Tammy,52.24,125,72.75999999999999,0.41792,47.0,5875.0,2455.28,,,0,Large,Controlled Market,No,0,No
Tequila Plata,United States,Alabama,2023-06-01,Tammy,52.24,125,72.75999999999999,0.41792,73.0,9125.0,3813.52,,,0,Large,Controlled Market,No,0,No
Tequila Plata,United States,Alabama,2023-07-01,Tammy,52.24,125,72.75999999999999,0.41792,29.0,3625.0,1514.96,,,0,Large,Controlled Market,No,0,No
Tequila Plata,United States,Alabama,2023-08-01,Tammy,52.24,125,72.75999999999999,0.41792,48.0,6000.0,2507.52,,,0,Large,Controlled Market,No,0,No
Tequila Plata,United States,Alabama,2023-09-01,Tammy,52.24,125,72.75999999999999,0.41792,30.17,3771.25,1576.0808,,,0,Large,Controlled Market,No,0,No
Tequila Plata,United States,Alabama,2023-10-01,Tammy,52.24,125,72.75999999999999,0.41792,25.0,3125.0,1306.0,,,0,Large,Controlled Market,No,0,No
Tequila Plata,United States,Alabama,2023-11-01,Tammy,52.24,125,72.75999999999999,0.41792,46.0,5750.0,2403.04,,,0,Large,Controlled Market,No,0,No
Tequila Plata,United States,Alabama,2023-12-01,Tammy,52.24,125,72.75999999999999,0.41792,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2023-01-01,Tammy,59.76,135,75.24000000000001,0.4426666666666666,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2023-02-01,Tammy,59.76,135,75.24000000000001,0.4426666666666666,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2023-03-01,Tammy,59.76,135,75.24000000000001,0.4426666666666666,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2023-04-01,Tammy,59.76,135,75.24000000000001,0.4426666666666666,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2023-05-01,Tammy,59.76,135,75.24000000000001,0.4426666666666666,29.33,3959.55,1752.7607999999998,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2023-06-01,Tammy,59.76,135,75.24000000000001,0.4426666666666666,21.0,2835.0,1254.96,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2023-07-01,Tammy,59.76,135,75.24000000000001,0.4426666666666666,37.0,4995.0,2211.12,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2023-08-01,Tammy,59.76,135,75.24000000000001,0.4426666666666666,28.0,3780.0,1673.28,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2023-09-01,Tammy,59.76,135,75.24000000000001,0.4426666666666666,19.0,2565.0,1135.44,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2023-10-01,Tammy,59.76,135,75.24000000000001,0.4426666666666666,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2023-11-01,Tammy,59.76,135,75.24000000000001,0.4426666666666666,37.0,4995.0,2211.12,,,0,Large,Controlled Market,No,0,No
Tequila Reposado,United States,Alabama,2023-12-01,Tammy,59.76,135,75.24000000000001,0.4426666666666666,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Anejo,United States,Alabama,2023-01-01,Tammy,83.64,155,71.36,0.5396129032258065,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Anejo,United States,Alabama,2023-02-01,Tammy,83.64,155,71.36,0.5396129032258065,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
Tequila Anejo,United States,Alabama,2023-03-01,Tammy,83.64,155,71.36,0.5396129032258065,0.0,0.0,0.0,,,0,Large,Controlled Market,No,0,No
