SKU,Country,State/Province/Market,Date,Market Manager,Cost of Goods Sold,Sell Price,Profit,Profit Margin,Sales (4.5 L Cases),Revenue,Profit of Sales,Accounts Sold,Monthly Rate of Sales per Account,Tequila Tastings,Distributor Size,Market Type,Brand Ambassador Hired,Number of Brand Ambassadors,Top 10 Tequila Market
Tequila Plata,United States,Massachusetts,2021-03-01,Wesley,62.24,110,47.76,0.5658181818181819,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Plata,United States,Massachusetts,2021-04-01,Wesley,62.24,110,47.76,0.5658181818181819,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Plata,United States,Massachusetts,2021-05-01,Wesley,62.24,110,47.76,0.5658181818181819,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Plata,United States,Massachusetts,2021-06-01,Wesley,62.24,110,47.76,0.5658181818181819,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Plata,United States,Massachusetts,2021-07-01,Wesley,62.24,110,47.76,0.5658181818181819,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Plata,United States,Massachusetts,2021-08-01,Wesley,62.24,110,47.76,0.5658181818181819,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Plata,United States,Massachusetts,2021-09-01,Wesley,62.24,110,47.76,0.5658181818181819,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Plata,United States,Massachusetts,2021-10-01,Wesley,62.24,110,47.76,0.5658181818181819,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Plata,United States,Massachusetts,2021-11-01,Wesley,62.24,110,47.76,0.5658181818181819,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Plata,United States,Massachusetts,2021-12-01,Wesley,62.24,110,47.76,0.5658181818181819,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2021-01-01,Wesley,69.27,120,50.73,0.5772499999999999,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2021-02-01,Wesley,69.27,120,50.73,0.5772499999999999,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2021-03-01,Wesley,69.27,120,50.73,0.5772499999999999,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2021-04-01,Wesley,69.27,120,50.73,0.5772499999999999,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2021-05-01,Wesley,69.27,120,50.73,0.5772499999999999,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2021-06-01,Wesley,69.27,120,50.73,0.5772499999999999,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2021-07-01,Wesley,69.27,120,50.73,0.5772499999999999,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2021-08-01,Wesley,69.27,120,50.73,0.5772499999999999,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2021-09-01,Wesley,69.27,120,50.73,0.5772499999999999,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2021-10-01,Wesley,69.27,120,50.73,0.5772499999999999,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2021-11-01,Wesley,69.27,120,50.73,0.5772499999999999,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2021-12-01,Wesley,69.27,120,50.73,0.5772499999999999,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Anejo,United States,Massachusetts,2021-01-01,Wesley,92.2,140,47.8,0.6585714285714286,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Anejo,United States,Massachusetts,2021-02-01,Wesley,92.2,140,47.8,0.6585714285714286,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Anejo,United States,Massachusetts,2021-03-01,Wesley,92.2,140,47.8,0.6585714285714286,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Anejo,United States,Massachusetts,2021-04-01,Wesley,92.2,140,47.8,0.6585714285714286,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Anejo,United States,Massachusetts,2021-05-01,Wesley,92.2,140,47.8,0.6585714285714286,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Anejo,United States,Massachusetts,2021-06-01,Wesley,92.2,140,47.8,0.6585714285714286,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Anejo,United States,Massachusetts,2021-07-01,Wesley,92.2,140,47.8,0.6585714285714286,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Anejo,United States,Massachusetts,2021-08-01,Wesley,92.2,140,47.8,0.6585714285714286,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Anejo,United States,Massachusetts,2021-09-01,Wesley,92.2,140,47.8,0.6585714285714286,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Anejo,United States,Massachusetts,2021-10-01,Wesley,92.2,140,47.8,0.6585714285714286,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Anejo,United States,Massachusetts,2021-11-01,Wesley,92.2,140,47.8,0.6585714285714286,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Anejo,United States,Massachusetts,2021-12-01,Wesley,92.2,140,47.8,0.6585714285714286,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Wooden Cask,United States,Massachusetts,2021-01-01,Wesley,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Wooden Cask,United States,Massachusetts,2021-02-01,Wesley,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Wooden Cask,United States,Massachusetts,2021-03-01,Wesley,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Wooden Cask,United States,Massachusetts,2021-04-01,Wesley,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Wooden Cask,United States,Massachusetts,2021-05-01,Wesley,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Wooden Cask,United States,Massachusetts,2021-06-01,Wesley,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Wooden Cask,United States,Massachusetts,2021-07-01,Wesley,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Wooden Cask,United States,Massachusetts,2021-08-01,Wesley,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Wooden Cask,United States,Massachusetts,2021-09-01,Wesley,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Wooden Cask,United States,Massachusetts,2021-10-01,Wesley,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Wooden Cask,United States,Massachusetts,2021-11-01,Wesley,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Wooden Cask,United States,Massachusetts,2021-12-01,Wesley,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Supremo,United States,Massachusetts,2021-01-01,Wesley,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Supremo,United States,Massachusetts,2021-02-01,Wesley,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Supremo,United States,Massachusetts,2021-03-01,Wesley,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Supremo,United States,Massachusetts,2021-04-01,Wesley,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Supremo,United States,Massachusetts,2021-05-01,Wesley,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Supremo,United States,Massachusetts,2021-06-01,Wesley,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Supremo,United States,Massachusetts,2021-07-01,Wesley,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Supremo,United States,Massachusetts,2021-08-01,Wesley,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Supremo,United States,Massachusetts,2021-09-01,Wesley,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Supremo,United States,Massachusetts,2021-10-01,Wesley,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Supremo,United States,Massachusetts,2021-11-01,Wesley,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Supremo,United States,Massachusetts,2021-12-01,Wesley,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Vivo,United States,Massachusetts,2021-01-01,Wesley,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Vivo,United States,Massachusetts,2021-02-01,Wesley,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Vivo,United States,Massachusetts,2021-03-01,Wesley,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Vivo,United States,Massachusetts,2021-04-01,Wesley,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Vivo,United States,Massachusetts,2021-05-01,Wesley,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Vivo,United States,Massachusetts,2021-06-01,Wesley,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Vivo,United States,Massachusetts,2021-07-01,Wesley,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Vivo,United States,Massachusetts,2021-08-01,Wesley,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Vivo,United States,Massachusetts,2021-09-01,Wesley,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Vivo,United States,Massachusetts,2021-10-01,Wesley,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Vivo,United States,Massachusetts,2021-11-01,Wesley,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Vivo,United States,Massachusetts,2021-12-01,Wesley,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Plata,United States,Massachusetts,2022-01-01,Wesley,55.78,115,59.22,0.4850434782608696,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Plata,United States,Massachusetts,2022-02-01,Wesley,55.78,115,59.22,0.4850434782608696,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Plata,United States,Massachusetts,2022-03-01,Wesley,55.78,115,59.22,0.4850434782608696,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Plata,United States,Massachusetts,2022-04-01,Wesley,55.78,115,59.22,0.4850434782608696,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Plata,United States,Massachusetts,2022-05-01,Wesley,55.78,115,59.22,0.4850434782608696,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Plata,United States,Massachusetts,2022-06-01,Wesley,55.78,115,59.22,0.4850434782608696,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Plata,United States,Massachusetts,2022-07-01,Wesley,55.78,115,59.22,0.4850434782608696,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Plata,United States,Massachusetts,2022-08-01,Wesley,55.78,115,59.22,0.4850434782608696,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Plata,United States,Massachusetts,2022-09-01,Wesley,55.78,115,59.22,0.4850434782608696,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Plata,United States,Massachusetts,2022-10-01,Wesley,55.78,115,59.22,0.4850434782608696,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Plata,United States,Massachusetts,2022-11-01,Wesley,55.78,115,59.22,0.4850434782608696,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Plata,United States,Massachusetts,2022-12-01,Wesley,55.78,115,59.22,0.4850434782608696,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2022-01-01,Wesley,63.46,125,61.54,0.50768,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2022-02-01,Wesley,63.46,125,61.54,0.50768,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2022-03-01,Wesley,63.46,125,61.54,0.50768,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2022-04-01,Wesley,63.46,125,61.54,0.50768,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2022-05-01,Wesley,63.46,125,61.54,0.50768,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2022-06-01,Wesley,63.46,125,61.54,0.50768,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2022-07-01,Wesley,63.46,125,61.54,0.50768,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2022-08-01,Wesley,63.46,125,61.54,0.50768,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2022-09-01,Wesley,63.46,125,61.54,0.50768,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2022-10-01,Wesley,63.46,125,61.54,0.50768,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2022-11-01,Wesley,63.46,125,61.54,0.50768,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2022-12-01,Wesley,63.46,125,61.54,0.50768,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Anejo,United States,Massachusetts,2022-01-01,Wesley,87.38,145,57.620000000000005,0.6026206896551723,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Anejo,United States,Massachusetts,2022-02-01,Wesley,87.38,145,57.620000000000005,0.6026206896551723,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Anejo,United States,Massachusetts,2022-03-01,Wesley,87.38,145,57.620000000000005,0.6026206896551723,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Anejo,United States,Massachusetts,2022-04-01,Wesley,87.38,145,57.620000000000005,0.6026206896551723,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Anejo,United States,Massachusetts,2022-05-01,Wesley,87.38,145,57.620000000000005,0.6026206896551723,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Anejo,United States,Massachusetts,2022-06-01,Wesley,87.38,145,57.620000000000005,0.6026206896551723,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Anejo,United States,Massachusetts,2022-07-01,Wesley,87.38,145,57.620000000000005,0.6026206896551723,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Anejo,United States,Massachusetts,2022-08-01,Wesley,87.38,145,57.620000000000005,0.6026206896551723,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Anejo,United States,Massachusetts,2022-09-01,Wesley,87.38,145,57.620000000000005,0.6026206896551723,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Anejo,United States,Massachusetts,2022-10-01,Wesley,87.38,145,57.620000000000005,0.6026206896551723,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Anejo,United States,Massachusetts,2022-11-01,Wesley,87.38,145,57.620000000000005,0.6026206896551723,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Anejo,United States,Massachusetts,2022-12-01,Wesley,87.38,145,57.620000000000005,0.6026206896551723,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Wooden Cask,United States,Massachusetts,2022-01-01,Wesley,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Wooden Cask,United States,Massachusetts,2022-02-01,Wesley,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Wooden Cask,United States,Massachusetts,2022-03-01,Wesley,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Wooden Cask,United States,Massachusetts,2022-04-01,Wesley,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Wooden Cask,United States,Massachusetts,2022-05-01,Wesley,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Wooden Cask,United States,Massachusetts,2022-06-01,Wesley,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Wooden Cask,United States,Massachusetts,2022-07-01,Wesley,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Wooden Cask,United States,Massachusetts,2022-08-01,Wesley,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Wooden Cask,United States,Massachusetts,2022-09-01,Wesley,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Wooden Cask,United States,Massachusetts,2022-10-01,Wesley,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Wooden Cask,United States,Massachusetts,2022-11-01,Wesley,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Wooden Cask,United States,Massachusetts,2022-12-01,Wesley,102.26,245,142.74,0.4173877551020408,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Supremo,United States,Massachusetts,2022-01-01,Wesley,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Supremo,United States,Massachusetts,2022-02-01,Wesley,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Supremo,United States,Massachusetts,2022-03-01,Wesley,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Supremo,United States,Massachusetts,2022-04-01,Wesley,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Supremo,United States,Massachusetts,2022-05-01,Wesley,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Supremo,United States,Massachusetts,2022-06-01,Wesley,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Supremo,United States,Massachusetts,2022-07-01,Wesley,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Supremo,United States,Massachusetts,2022-08-01,Wesley,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Supremo,United States,Massachusetts,2022-09-01,Wesley,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Supremo,United States,Massachusetts,2022-10-01,Wesley,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Supremo,United States,Massachusetts,2022-11-01,Wesley,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Supremo,United States,Massachusetts,2022-12-01,Wesley,96.48,185,88.52,0.5215135135135135,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Vivo,United States,Massachusetts,2022-01-01,Wesley,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Vivo,United States,Massachusetts,2022-02-01,Wesley,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Vivo,United States,Massachusetts,2022-03-01,Wesley,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Vivo,United States,Massachusetts,2022-04-01,Wesley,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Vivo,United States,Massachusetts,2022-05-01,Wesley,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Vivo,United States,Massachusetts,2022-06-01,Wesley,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Vivo,United States,Massachusetts,2022-07-01,Wesley,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Vivo,United States,Massachusetts,2022-08-01,Wesley,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Vivo,United States,Massachusetts,2022-09-01,Wesley,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Vivo,United States,Massachusetts,2022-10-01,Wesley,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Vivo,United States,Massachusetts,2022-11-01,Wesley,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Vivo,United States,Massachusetts,2022-12-01,Wesley,110.32,419,308.68,0.2632935560859188,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Plata,United States,Massachusetts,2023-01-01,Wesley,52.24,125,72.75999999999999,0.41792,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Plata,United States,Massachusetts,2023-02-01,Wesley,52.24,125,72.75999999999999,0.41792,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Plata,United States,Massachusetts,2023-03-01,Wesley,52.24,125,72.75999999999999,0.41792,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Plata,United States,Massachusetts,2023-04-01,Wesley,52.24,125,72.75999999999999,0.41792,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Plata,United States,Massachusetts,2023-05-01,Wesley,52.24,125,72.75999999999999,0.41792,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Plata,United States,Massachusetts,2023-06-01,Wesley,52.24,125,72.75999999999999,0.41792,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Plata,United States,Massachusetts,2023-07-01,Wesley,52.24,125,72.75999999999999,0.41792,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Plata,United States,Massachusetts,2023-08-01,Wesley,52.24,125,72.75999999999999,0.41792,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Plata,United States,Massachusetts,2023-09-01,Wesley,52.24,125,72.75999999999999,0.41792,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Plata,United States,Massachusetts,2023-10-01,Wesley,52.24,125,72.75999999999999,0.41792,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Plata,United States,Massachusetts,2023-11-01,Wesley,52.24,125,72.75999999999999,0.41792,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Plata,United States,Massachusetts,2023-12-01,Wesley,52.24,125,72.75999999999999,0.41792,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2023-01-01,Wesley,59.76,135,75.24000000000001,0.4426666666666666,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2023-02-01,Wesley,59.76,135,75.24000000000001,0.4426666666666666,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2023-03-01,Wesley,59.76,135,75.24000000000001,0.4426666666666666,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2023-04-01,Wesley,59.76,135,75.24000000000001,0.4426666666666666,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2023-05-01,Wesley,59.76,135,75.24000000000001,0.4426666666666666,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2023-06-01,Wesley,59.76,135,75.24000000000001,0.4426666666666666,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2023-07-01,Wesley,59.76,135,75.24000000000001,0.4426666666666666,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2023-08-01,Wesley,59.76,135,75.24000000000001,0.4426666666666666,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2023-09-01,Wesley,59.76,135,75.24000000000001,0.4426666666666666,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2023-10-01,Wesley,59.76,135,75.24000000000001,0.4426666666666666,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2023-11-01,Wesley,59.76,135,75.24000000000001,0.4426666666666666,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Reposado,United States,Massachusetts,2023-12-01,Wesley,59.76,135,75.24000000000001,0.4426666666666666,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
Tequila Anejo,United States,Massachusetts,2023-01-01,Wesley,83.64,155,71.36,0.5396129032258065,0.0,0.0,0.0,,,0,Unknown,Free Market,No,0,No
